mal_id	title	season	genres	type	episodes	score	members	img	prequels_id	is_sequel
20787	Black Bullet	Spring 2014	{'Action', 'Sci-Fi', 'Mystery', 'Seinen'}	TV	13	7.34	528851	https://cdn.myanimelist.net/images/anime/6/57947.jpg	{}	False
1844	Clamp Gakuen Tanteidan	Spring 1997	{'Action', 'Mystery', 'Comedy', 'Shoujo'}	TV	26	6.99	9793	https://cdn.myanimelist.net/images/anime/6/17166.jpg	{}	False
1845	Gaiking: Legend of Daiku-Maryu	Fall 2005	{'Action', 'Mecha', 'Sci-Fi'}	TV	39	7.25	3399	https://cdn.myanimelist.net/images/anime/13/74215.jpg	{}	False
34741	Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV)	Spring 2017	{'Adventure', 'Mecha', 'Police', 'Sci-Fi'}	TV	37	6.14	576	https://cdn.myanimelist.net/images/anime/1385/95682.jpg	{}	False
6707	Kuroshitsuji II	Summer 2010	{'Action', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Fantasy', 'Shounen'}	TV	12	7.44	328306	https://cdn.myanimelist.net/images/anime/4/50499.jpg	{4898}	False
3006	Atashin'chi	Spring 2002	{'Comedy', 'Slice of Life'}	TV	330	7.36	2282	https://cdn.myanimelist.net/images/anime/8/50895.jpg	{}	False
7103	Miracle☆Train: Oedo-sen e Youkoso	Fall 2009	{'Fantasy', 'Shoujo'}	TV	13	6.61	16082	https://cdn.myanimelist.net/images/anime/9/75568.jpg	{}	False
3010	Kaiketsu Zorro	Spring 1996	{'Adventure', 'Historical', 'Shounen'}	TV	52	7.29	7113	https://cdn.myanimelist.net/images/anime/4/10294.jpg	{}	False
4547	RoboDz	Summer 2008	{'Sci-Fi'}	TV	26	5	206	https://cdn.myanimelist.net/images/anime/9/8715.jpg	{}	False
31427	Zinba	Aug 26, 2013 to 2014	{'Action', 'Adventure', 'Comedy', 'Super Power', 'Demons', 'Magic'}	TV	52	6.66	551	https://cdn.myanimelist.net/images/anime/12/83650.jpg	{}	False
28869	Kaitou Joker 2nd Season	Spring 2015	{'Adventure', 'Comedy', 'Mystery', 'Shounen'}	TV	13	7.34	3979	https://cdn.myanimelist.net/images/anime/9/72812.jpg	{24909}	False
34502	Inazma Delivery	Winter 2017	{'Action', 'Sci-Fi', 'Comedy'}	TV	10	6.63	528	https://cdn.myanimelist.net/images/anime/6/83193.jpg	{}	False
1737	Uchuu Senshi Baldios	Summer 1980	{'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha', 'Shounen'}	TV	34	6.66	1076	https://cdn.myanimelist.net/images/anime/2/8207.jpg	{}	False
1098	Samurai Girl Real Bout High School	Summer 2001	{'Adventure', 'Comedy', 'Fantasy', 'Shounen'}	TV	13	6.01	7841	https://cdn.myanimelist.net/images/anime/8/15419.jpg	{}	False
7625	Yousei Dick	Summer 1992	{'Fantasy', 'Kids'}	TV	26	6.02	290	https://cdn.myanimelist.net/images/anime/4/59719.jpg	{}	False
76	Mahou Shoujo Lyrical Nanoha	Fall 2004	{'Action', 'Comedy', 'Drama', 'Magic', 'Super Power'}	TV	13	7.47	78355	https://cdn.myanimelist.net/images/anime/7/6770.jpg	{}	False
24909	Kaitou Joker	Fall 2014	{'Adventure', 'Comedy', 'Mystery', 'Shounen'}	TV	13	6.99	8824	https://cdn.myanimelist.net/images/anime/12/64975.jpg	{}	False
5070	Beast Wars Second Chou Seimeitai Transformers	Spring 1998	{'Action', 'Mecha', 'Sci-Fi'}	TV	43	6.5	1721	https://cdn.myanimelist.net/images/anime/1285/94077.jpg	{}	False
336	Ginyuu Mokushiroku Meine Liebe	Fall 2004	{'Fantasy', 'Shoujo'}	TV	13	6.5	10669	https://cdn.myanimelist.net/images/anime/11/75547.jpg	{}	False
9426	Pururun! Shizuku-chan	Fall 2006	{'Comedy', 'Kids'}	TV	51	5.81	233	https://cdn.myanimelist.net/images/anime/2/26098.jpg	{}	False
1490	Ginga Tetsudou Monogatari	Fall 2003	{'Action', 'Adventure', 'Space', 'Drama', 'Sci-Fi'}	TV	26	7.24	8092	https://cdn.myanimelist.net/images/anime/6/39821.jpg	{}	False
11859	Queen's Blade: Rebellion	Spring 2012	{'Action', 'Adventure', 'Ecchi', 'Fantasy'}	TV	12	6.44	29750	https://cdn.myanimelist.net/images/anime/6/75502.jpg	{10924, 16363}	False
23001	Manga Jinbutsushi	Summer 1970	{'Historical'}	TV	365	6.72	169	https://cdn.myanimelist.net/images/anime/13/59663.jpg	{}	False
2523	Izumo: Takeki Tsurugi no Senki	Spring 2005	{'Adventure', 'Drama', 'Fantasy', 'Martial Arts', 'Romance', 'Supernatural'}	TV	12	6.31	9667	https://cdn.myanimelist.net/images/anime/5/18482.jpg	{3329}	False
348	Binzume Yousei	Fall 2003	{'Comedy', 'Fantasy', 'Magic', 'Slice of Life'}	TV	13	6.51	14769	https://cdn.myanimelist.net/images/anime/3/16917.jpg	{}	False
3294	Gasshin Sentai Mechander Robo	Spring 1977	{'Space', 'Mecha', 'Military', 'Mystery', 'Sci-Fi'}	TV	35	6.18	487	https://cdn.myanimelist.net/images/anime/9/29474.jpg	{}	False
4062	Musashi no Ken	Spring 1985	{'Sports', 'Shounen'}	TV	72	7.34	1501	https://cdn.myanimelist.net/images/anime/5/22398.jpg	{}	False
2400	Ghost Sweeper GS Mikami	Spring 1993	{'Comedy', 'Supernatural'}	TV	45	7.26	7539	https://cdn.myanimelist.net/images/anime/1630/94116.jpg	{}	False
865	Kikou Senki Dragonar	Winter 1987	{'Sci-Fi', 'Adventure', 'Space', 'Mecha'}	TV	48	6.8	3070	https://cdn.myanimelist.net/images/anime/13/11236.jpg	{}	False
17505	Mushibugyou	Spring 2013	{'Action', 'Historical', 'Super Power', 'Ecchi', 'Martial Arts', 'Samurai', 'Fantasy', 'Shounen'}	TV	26	7.43	58620	https://cdn.myanimelist.net/images/anime/12/48827.jpg	{}	False
3044	Tetsuwan Atom (1980)	Fall 1980	{'Action', 'Sci-Fi', 'Adventure', 'Mecha', 'Shounen'}	TV	52	7.22	8059	https://cdn.myanimelist.net/images/anime/3/57325.jpg	{33371}	False
5220	Shangri-La	Spring 2009	{'Action', 'Drama', 'Sci-Fi'}	TV	24	7.12	47086	https://cdn.myanimelist.net/images/anime/10/77061.jpg	{}	False
37990	Gurazeni Season 2	Fall 2018	{'Comedy', 'Sports', 'Drama', 'Seinen'}	TV	12	6.82	2650	https://cdn.myanimelist.net/images/anime/1496/95059.jpg	{35183}	False
17513	Diabolik Lovers	Fall 2013	{'Harem', 'School', 'Shoujo', 'Vampire'}	TV	12	5.67	167528	https://cdn.myanimelist.net/images/anime/9/51989.jpg	{}	False
10347	Happy Kappy	Spring 2011	{'Comedy', 'Fantasy', 'Shoujo'}	TV	25	5.5	951	https://cdn.myanimelist.net/images/anime/3/32993.jpg	{}	False
2156	Bakugan Battle Brawlers	Spring 2007	{'Action', 'Game', 'Fantasy'}	TV	52	6.38	47786	https://cdn.myanimelist.net/images/anime/7/21568.jpg	{}	False
2284	Transformers: Car Robots	Spring 2000	{'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen'}	TV	39	6.65	3216	https://cdn.myanimelist.net/images/anime/13/15126.jpg	{}	False
23149	47 Todoufuken R	Winter 2014	{'Comedy', 'Kids'}	TV	12	5.93	248	https://cdn.myanimelist.net/images/anime/9/59935.jpg	{27589}	False
8815	Domo TV	2008	{'Comedy'}	TV	26	6.41	1084	https://cdn.myanimelist.net/images/anime/12/24339.jpg	{}	False
21999	Duel Masters Victory V3	Spring 2013	{'Action', 'Adventure', 'Comedy', 'Shounen'}	TV	51	5.94	702	https://cdn.myanimelist.net/images/anime/2/71914.jpg	{21997}	False
2161	Skull Man	Spring 2007	{'Action', 'Mystery', 'Super Power'}	TV	13	6.73	21842	https://cdn.myanimelist.net/images/anime/4/35429.jpg	{}	False
2166	Doujin Work	Summer 2007	{'Slice of Life', 'Comedy'}	TV	12	6.84	23314	https://cdn.myanimelist.net/images/anime/8/75482.jpg	{}	False
119	Final Approach	Fall 2004	{'Comedy', 'Drama', 'Romance', 'Slice of Life'}	TV	13	6.63	29112	https://cdn.myanimelist.net/images/anime/11/14607.jpg	{}	False
2934	Shiawase Sou no Okojo-san	Fall 2001	{'Comedy'}	TV	51	6.65	1696	https://cdn.myanimelist.net/images/anime/6/26602.jpg	{}	False
4470	Gene Diver	Spring 1994	{'Action', 'Sci-Fi', 'Adventure', 'Historical', 'Fantasy'}	TV	56	6.43	399	https://cdn.myanimelist.net/images/anime/13/8536.jpg	{}	False
32281	Kimi no Na wa.	Aug 26, 2016	{'Romance', 'Supernatural', 'School', 'Drama'}	Movie	1	9.13	952385	https://cdn.myanimelist.net/images/anime/5/87048.jpg	{}	False
28851	Koe no Katachi	Sep 17, 2016	{'Drama', 'School', 'Shounen'}	Movie	1	9.03	684781	https://cdn.myanimelist.net/images/anime/1122/96435.jpg	{}	False
15335	Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare	Jul 6, 2013	{'Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'}	Movie	1	9.01	121647	https://cdn.myanimelist.net/images/anime/10/51723.jpg	{}	False
199	Sen to Chihiro no Kamikakushi	Jul 20, 2001	{'Adventure', 'Supernatural', 'Drama'}	Movie	1	8.91	816948	https://cdn.myanimelist.net/images/anime/6/79597.jpg	{}	False
31758	Kizumonogatari III: Reiketsu-hen	Jan 6, 2017	{'Action', 'Mystery', 'Supernatural', 'Vampire'}	Movie	1	8.86	177483	https://cdn.myanimelist.net/images/anime/8/82911.jpg	{31757}	False
164	Mononoke Hime	Jul 12, 1997	{'Action', 'Adventure', 'Fantasy'}	Movie	1	8.78	588706	https://cdn.myanimelist.net/images/anime/7/75919.jpg	{}	False
12355	Ookami Kodomo no Ame to Yuki	Jul 21, 2012	{'Fantasy', 'Slice of Life'}	Movie	1	8.74	420186	https://cdn.myanimelist.net/images/anime/9/35721.jpg	{}	False
33049	Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly	Jan 12, 2019	{'Action', 'Fantasy', 'Magic', 'Supernatural'}	Movie	1	8.73	65039	https://cdn.myanimelist.net/images/anime/1599/93798.jpg	{25537}	False
431	Howl no Ugoku Shiro	Nov 20, 2004	{'Adventure', 'Drama', 'Fantasy', 'Romance'}	Movie	1	8.72	553458	https://cdn.myanimelist.net/images/anime/5/75810.jpg	{}	False
36999	Zoku Owarimonogatari	Nov 10, 2018	{'Mystery', 'Comedy', 'Supernatural', 'Vampire'}	Movie	1	8.71	63462	https://cdn.myanimelist.net/images/anime/1022/96168.jpg	{35247}	False
7311	Suzumiya Haruhi no Shoushitsu	Feb 6, 2010	{'Comedy', 'Mystery', 'Romance', 'School', 'Sci-Fi', 'Supernatural'}	Movie	1	8.7	364611	https://cdn.myanimelist.net/images/anime/2/73842.jpg	{4382}	False
28957	Mushishi Zoku Shou: Suzu no Shizuku	May 16, 2015	{'Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural'}	Movie	1	8.69	67806	https://cdn.myanimelist.net/images/anime/9/72689.jpg	{24701}	False
31757	Kizumonogatari II: Nekketsu-hen	Aug 19, 2016	{'Action', 'Mystery', 'Supernatural', 'Vampire'}	Movie	1	8.68	181380	https://cdn.myanimelist.net/images/anime/8/80930.jpg	{9260}	False
36098	Kimi no Suizou wo Tabetai	Sep 1, 2018	{'Drama'}	Movie	1	8.65	101330	https://cdn.myanimelist.net/images/anime/1768/93291.jpg	{}	False
4565	Tengen Toppa Gurren Lagann Movie 2: Lagann-hen	Apr 22, 2009	{'Action', 'Mecha', 'Sci-Fi', 'Space', 'Super Power'}	Movie	1	8.62	130002	https://cdn.myanimelist.net/images/anime/12/19698.jpg	{4107}	False
4282	Kara no Kyoukai 5: Mujun Rasen	Aug 16, 2008	{'Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Thriller'}	Movie	1	8.61	152976	https://cdn.myanimelist.net/images/anime/8/9246.jpg	{4280}	False
33674	No Game No Life: Zero	Jul 15, 2017	{'Game', 'Supernatural', 'Drama', 'Romance', 'Fantasy'}	Movie	1	8.61	332875	https://cdn.myanimelist.net/images/anime/1085/90759.jpg	{}	False
11577	Steins;Gate Movie: Fuka Ryouiki no Déjà vu	Apr 20, 2013	{'Sci-Fi', 'Drama'}	Movie	1	8.56	328253	https://cdn.myanimelist.net/images/anime/3/50317.jpg	{10863}	False
7472	Gintama Movie 1: Shinyaku Benizakura-hen	Apr 24, 2010	{'Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'}	Movie	1	8.55	82827	https://cdn.myanimelist.net/images/anime/4/28803.jpg	{}	False
578	Hotaru no Haka	Apr 16, 1988	{'Drama', 'Historical'}	Movie	1	8.54	286078	https://cdn.myanimelist.net/images/anime/7/75808.jpg	{}	False
35851	Sayonara no Asa ni Yakusoku no Hana wo Kazarou	Feb 24, 2018	{'Drama', 'Fantasy'}	Movie	1	8.53	98115	https://cdn.myanimelist.net/images/anime/11/89556.jpg	{}	False
10408	Hotarubi no Mori e	Sep 17, 2011	{'Drama', 'Romance', 'Shoujo', 'Supernatural'}	Movie	1	8.52	368070	https://cdn.myanimelist.net/images/anime/8/38229.jpg	{}	False
32	Neon Genesis Evangelion: The End of Evangelion	Jul 19, 1997	{'Sci-Fi', 'Dementia', 'Psychological', 'Drama', 'Mecha'}	Movie	1	8.5	344832	https://cdn.myanimelist.net/images/anime/12/39305.jpg	{30}	False
5205	Kara no Kyoukai 7: Satsujin Kousatsu (Kou)	Aug 8, 2009	{'Action', 'Mystery', 'Supernatural', 'Romance', 'Thriller'}	Movie	1	8.49	132929	https://cdn.myanimelist.net/images/anime/9/56619.jpg	{5204}	False
21899	Gintama: Yorinuki Gintama-san on Theater 2D	Aug 26, 2012	{'Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'}	Movie	2	8.48	22011	https://cdn.myanimelist.net/images/anime/1172/90571.jpg	{}	False
31812	Kuroshitsuji Movie: Book of the Atlantic	Jan 21, 2017	{'Action', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Fantasy', 'Shounen'}	Movie	1	8.47	79554	https://cdn.myanimelist.net/images/anime/9/85792.jpg	{23317}	False
572	Kaze no Tani no Nausicaä	Mar 11, 1984	{'Adventure', 'Fantasy'}	Movie	1	8.46	209636	https://cdn.myanimelist.net/images/anime/10/75914.jpg	{}	False
11981	Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari	Oct 26, 2013	{'Mystery', 'Psychological', 'Drama', 'Magic', 'Thriller'}	Movie	1	8.46	214712	https://cdn.myanimelist.net/images/anime/5/54231.jpg	{9756, 11979}	False
28805	Bakemono no Ko	Jul 11, 2015	{'Adventure', 'Supernatural'}	Movie	1	8.45	206214	https://cdn.myanimelist.net/images/anime/11/73540.jpg	{}	False
9260	Kizumonogatari I: Tekketsu-hen	Jan 8, 2016	{'Mystery', 'Supernatural', 'Vampire'}	Movie	1	8.44	238913	https://cdn.myanimelist.net/images/anime/12/76485.jpg	{}	False
523	Tonari no Totoro	Apr 16, 1988	{'Adventure', 'Comedy', 'Supernatural'}	Movie	1	8.43	470449	https://cdn.myanimelist.net/images/anime/4/75923.jpg	{}	False
3784	Evangelion: 2.0 You Can (Not) Advance	Jul 27, 2009	{'Action', 'Sci-Fi', 'Mecha'}	Movie	1	8.42	263464	https://cdn.myanimelist.net/images/anime/5/74983.jpg	{2759}	False
11979	Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari	Oct 13, 2012	{'Drama', 'Magic', 'Psychological', 'Thriller'}	Movie	1	8.42	126968	https://cdn.myanimelist.net/images/anime/6/42265.jpg	{11977}	False
5	Cowboy Bebop: Tengoku no Tobira	Sep 1, 2001	{'Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space'}	Movie	1	8.41	203923	https://cdn.myanimelist.net/images/anime/1439/93480.jpg	{}	False
25537	Fate/stay night Movie: Heaven's Feel - I. Presage Flower	Oct 14, 2017	{'Action', 'Fantasy', 'Magic', 'Supernatural'}	Movie	1	8.4	144954	https://cdn.myanimelist.net/images/anime/5/87106.jpg	{11741}	False
34437	Code Geass: Fukkatsu no Lelouch	Feb 9, 2019	{'Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Super Power'}	Movie	1	8.39	122314	https://cdn.myanimelist.net/images/anime/1647/96892.jpg	{2904, 34440}	False
1365	Detective Conan Movie 06: The Phantom of Baker Street	Apr 20, 2002	{'Adventure', 'Mystery', 'Police', 'Shounen'}	Movie	1	8.39	43037	https://cdn.myanimelist.net/images/anime/1400/94320.jpg	{}	False
30346	Doukyuusei (Movie)	Feb 20, 2016	{'Slice of Life', 'Romance', 'School', 'Shounen Ai'}	Movie	1	8.39	82088	https://cdn.myanimelist.net/images/anime/3/78606.jpg	{}	False
2418	Stranger: Mukou Hadan	Sep 29, 2007	{'Action', 'Adventure', 'Historical', 'Samurai'}	Movie	1	8.38	198682	https://cdn.myanimelist.net/images/anime/9/87066.jpg	{}	False
513	Tenkuu no Shiro Laputa	Aug 2, 1986	{'Adventure', 'Fantasy', 'Romance', 'Sci-Fi'}	Movie	1	8.38	232893	https://cdn.myanimelist.net/images/anime/5/37799.jpg	{}	False
18617	Girls & Panzer Movie	Nov 21, 2015	{'Sports', 'Military', 'School'}	Movie	1	8.37	54758	https://cdn.myanimelist.net/images/anime/1776/91467.jpg	{14131}	False
437	Perfect Blue	Feb 28, 1998	{'Dementia', 'Drama', 'Horror', 'Psychological'}	Movie	1	8.37	221043	https://cdn.myanimelist.net/images/anime/11/79127.jpg	{}	False
36946	Dragon Ball Super Movie: Broly	Dec 14, 2018	{'Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen'}	Movie	1	8.36	69542	https://cdn.myanimelist.net/images/anime/1575/93498.jpg	{30694}	False
9617	K-On! Movie	Dec 3, 2011	{'Music', 'Slice of Life', 'Comedy'}	Movie	1	8.35	169837	https://cdn.myanimelist.net/images/anime/5/76233.jpg	{}	False
5460	Detective Conan Movie 13: The Raven Chaser	Apr 18, 2009	{'Action', 'Police', 'Mystery', 'Shounen'}	Movie	1	8.34	33413	https://cdn.myanimelist.net/images/anime/2/22558.jpg	{}	False
43	Ghost in the Shell	Nov 18, 1995	{'Action', 'Sci-Fi', 'Police', 'Psychological', 'Mecha', 'Seinen'}	Movie	1	8.34	376451	https://cdn.myanimelist.net/images/anime/10/82594.jpg	{}	False
15227	Kono Sekai no Katasumi ni	Nov 12, 2016	{'Historical', 'Drama', 'Seinen'}	Movie	1	8.34	68647	https://cdn.myanimelist.net/images/anime/2/87704.jpg	{}	False
35677	Liz to Aoi Tori	Apr 21, 2018	{'Drama', 'Music', 'School'}	Movie	1	8.32	37542	https://cdn.myanimelist.net/images/anime/1638/93032.jpg	{}	False
6675	Redline	Aug 14, 2009	{'Action', 'Sci-Fi', 'Cars', 'Sports'}	Movie	1	8.32	184668	https://cdn.myanimelist.net/images/anime/12/28553.jpg	{}	False
34537	Yoru wa Mijikashi Arukeyo Otome	Apr 7, 2017	{'Comedy', 'Romance'}	Movie	1	8.32	45950	https://cdn.myanimelist.net/images/anime/2/86940.jpg	{}	False
2236	Toki wo Kakeru Shoujo	Jul 15, 2006	{'Sci-Fi', 'Adventure', 'Drama', 'Romance'}	Movie	1	8.31	466603	https://cdn.myanimelist.net/images/anime/1/2432.jpg	{}	False
759	Tokyo Godfathers	Nov 8, 2003	{'Comedy', 'Drama'}	Movie	1	8.31	142963	https://cdn.myanimelist.net/images/anime/1144/93627.jpg	{}	False
16664	Kaguya-hime no Monogatari	Nov 23, 2013	{'Fantasy', 'Historical'}	Movie	1	8.3	88196	https://cdn.myanimelist.net/images/anime/1935/93606.jpg	{}	False
4155	One Piece Film: Strong World	Dec 12, 2009	{'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen'}	Movie	1	8.3	129565	https://cdn.myanimelist.net/images/anime/12/75894.jpg	{8740}	False
12859	One Piece Film: Z	Dec 15, 2012	{'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen'}	Movie	1	8.3	127122	https://cdn.myanimelist.net/images/anime/6/44297.jpg	{16239, 16468}	False
1033	Sennen Joyuu	Sep 14, 2002	{'Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Romance'}	Movie	1	8.3	91494	https://cdn.myanimelist.net/images/anime/1648/93626.jpg	{}	False
12115	Berserk: Ougon Jidai-hen III - Kourin	Feb 1, 2013	{'Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural'}	Movie	1	8.29	114724	https://cdn.myanimelist.net/images/anime/12/41305.jpg	{12113}	False
372	Cardcaptor Sakura Movie 2: Fuuin Sareta Card	Jul 15, 2000	{'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo'}	Movie	1	8.29	81300	https://cdn.myanimelist.net/images/anime/1652/90326.jpg	{232}	False
28675	Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen	Apr 25, 2015	{'Slice of Life', 'Supernatural', 'Fantasy'}	Movie	1	8.29	125650	https://cdn.myanimelist.net/images/anime/9/72614.jpg	{18153, 25015}	False
512	Majo no Takkyuubin	Jul 29, 1989	{'Adventure', 'Comedy', 'Drama', 'Magic', 'Romance', 'Fantasy'}	Movie	1	8.29	246708	https://cdn.myanimelist.net/images/anime/10/75916.jpg	{}	False
35608	Chuunibyou demo Koi ga Shitai! Movie: Take On Me	Jan 6, 2018	{'Slice of Life', 'Comedy', 'Drama', 'Romance', 'School'}	Movie	1	8.28	78763	https://cdn.myanimelist.net/images/anime/2/89974.jpg	{18671}	False
585	Mimi wo Sumaseba	Jul 15, 1995	{'Slice of Life', 'Drama', 'Romance', 'Shoujo'}	Movie	1	8.28	148328	https://cdn.myanimelist.net/images/anime/8/75921.jpg	{}	False
32005	Detective Conan Movie 20: The Darkest Nightmare	Apr 16, 2016	{'Action', 'Mystery', 'Police', 'Shounen'}	Movie	1	8.26	18110	https://cdn.myanimelist.net/images/anime/10/78894.jpg	{}	False
11977	Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari	Oct 6, 2012	{'Psychological', 'Drama', 'Magic', 'Thriller'}	Movie	1	8.26	127304	https://cdn.myanimelist.net/images/anime/6/42331.jpg	{}	False
36896	Boku no Hero Academia the Movie: Futari no Hero	Aug 3, 2018	{'Action', 'Super Power', 'Shounen'}	Movie	1	8.24	151296	https://cdn.myanimelist.net/images/anime/1736/93138.jpg	{}	False
31658	Kuroko no Basket Movie 4: Last Game	Mar 18, 2017	{'Sports', 'School', 'Shounen'}	Movie	1	8.24	95269	https://cdn.myanimelist.net/images/anime/2/83106.jpg	{24415, 32871}	False
10153	Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's	Jul 14, 2012	{'Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama'}	Movie	1	8.24	17578	https://cdn.myanimelist.net/images/anime/1511/94432.jpg	{4985}	False
36990	Non Non Biyori Movie: Vacation	Aug 25, 2018	{'Comedy', 'Slice of Life', 'Seinen'}	Movie	1	8.24	20958	https://cdn.myanimelist.net/images/anime/1044/93575.jpg	{23623}	False
16782	Kotonoha no Niwa	May 31, 2013	{'Slice of Life', 'Psychological', 'Drama', 'Romance'}	Movie	1	8.23	371659	https://cdn.myanimelist.net/images/anime/8/79676.jpg	{}	False
21557	Omoide no Marnie	Jul 19, 2014	{'Mystery', 'Psychological', 'Drama'}	Movie	1	8.23	115164	https://cdn.myanimelist.net/images/anime/7/64293.jpg	{}	False
1364	Detective Conan Movie 05: Countdown to Heaven	Apr 21, 2001	{'Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen'}	Movie	1	8.22	36848	https://cdn.myanimelist.net/images/anime/1144/92654.jpg	{}	False
4107	Tengen Toppa Gurren Lagann Movie 1: Gurren-hen	Sep 6, 2008	{'Action', 'Comedy', 'Mecha'}	Movie	1	8.22	104294	https://cdn.myanimelist.net/images/anime/10/11373.jpg	{}	False
1367	Detective Conan Movie 08: Magician of the Silver Sky	Apr 17, 2004	{'Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen'}	Movie	1	8.19	33338	https://cdn.myanimelist.net/images/anime/13/72562.jpg	{}	False
1506	Detective Conan Movie 10: Requiem of the Detectives	Apr 15, 2006	{'Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen'}	Movie	1	8.19	32321	https://cdn.myanimelist.net/images/anime/1919/94322.jpg	{}	False
21419	Detective Conan Movie 18: The Sniper from Another Dimension	Apr 19, 2014	{'Action', 'Mystery', 'Police', 'Shounen'}	Movie	1	8.19	21953	https://cdn.myanimelist.net/images/anime/11/60289.jpg	{}	False
16662	Kaze Tachinu	Jul 20, 2013	{'Drama', 'Historical', 'Romance'}	Movie	1	8.19	135293	https://cdn.myanimelist.net/images/anime/8/52353.jpg	{}	False
5681	Summer Wars	Aug 1, 2009	{'Sci-Fi', 'Comedy'}	Movie	1	8.19	334729	https://cdn.myanimelist.net/images/anime/10/15796.jpg	{}	False
1430	Lupin III: Cagliostro no Shiro	Dec 15, 1979	{'Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen'}	Movie	1	8.18	54824	https://cdn.myanimelist.net/images/anime/5/26182.jpg	{}	False
47	Akira	Jul 16, 1988	{'Action', 'Military', 'Sci-Fi', 'Adventure', 'Horror', 'Supernatural', 'Seinen'}	Movie	1	8.17	365152	https://cdn.myanimelist.net/images/anime/2/82596.jpg	{}	False
34440	Code Geass: Hangyaku no Lelouch III - Oudou	May 26, 2018	{'Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School'}	Movie	1	8.17	33183	https://cdn.myanimelist.net/images/anime/1126/91344.jpg	{34439}	False
3016	Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture	Dec 18, 1993	{'Action', 'Space', 'Military', 'Drama', 'Sci-Fi'}	Movie	1	8.15	19043	https://cdn.myanimelist.net/images/anime/8/22498.jpg	{3014}	False
5365	Tsumiki no Ie	Jun 10, 2008	{'Drama'}	Movie	1	8.15	64731	https://cdn.myanimelist.net/images/anime/13/13357.jpg	{}	False
2759	Evangelion: 1.0 You Are (Not) Alone	Sep 1, 2007	{'Action', 'Sci-Fi', 'Mecha'}	Movie	1	8.14	275775	https://cdn.myanimelist.net/images/anime/7/74975.jpg	{}	False
7465	Eve no Jikan (Movie)	Mar 6, 2010	{'Sci-Fi', 'Slice of Life'}	Movie	1	8.14	90197	https://cdn.myanimelist.net/images/anime/9/27711.jpg	{}	False
35110	Haikyuu!! Movie 3: Sainou to Sense	Sep 15, 2017	{'Comedy', 'Drama', 'School', 'Shounen', 'Sports'}	Movie	1	8.14	15724	https://cdn.myanimelist.net/images/anime/3/86069.jpg	{30364}	False
12477	Sakasama no Patema	Nov 9, 2013	{'Adventure', 'Sci-Fi'}	Movie	1	8.14	159963	https://cdn.myanimelist.net/images/anime/12/52415.jpg	{}	False
781	Detective Conan Movie 03: The Last Wizard of the Century	Apr 17, 1999	{'Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen'}	Movie	1	8.13	38689	https://cdn.myanimelist.net/images/anime/12/20103.jpg	{}	False
1363	Detective Conan Movie 04: Captured in Her Eyes	Apr 22, 2000	{'Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen'}	Movie	1	8.13	36736	https://cdn.myanimelist.net/images/anime/1196/94319.jpg	{}	False
